"bird_id","egg_id","clip_id","ring_no","min_hatch_date","min_hatch_time","max_hatch_date","max_hatch_time","nest_rear","max_death_date","max_death_time","sex"
"10_A31B",NA,"B",NA,"2010-05-27","14:55","2010-05-28","15:28:00","10_A31","2010-05-31",NA,NA
"10_A31LR",NA,"LR",NA,"2010-05-28","15:28:00.00","2010-05-29","15:35:00","10_A31","2010-05-31",NA,NA
"10_A31LB",NA,"LB",NA,"2010-05-28","15:28:00.00","2010-05-29","15:35:00","10_A31","2010-06-03",NA,"F"
"10_A31RB",NA,"RB",NA,"2010-05-28","15:28:00.00","2010-05-29","15:35:00","10_A31","2010-05-31",NA,NA
"L298797",NA,"L","L298797","2010-05-27","09:45","2010-05-28","10:34:00","10_97",NA,NA,"M"
"L298798",NA,"R","L298798","2010-05-27","09:45","2010-05-28","10:34:00","10_97",NA,NA,"M"
"L298796",NA,"B","L298796","2010-05-27","09:45","2010-05-28","10:34:00","10_97",NA,NA,"F"
"L298799",NA,"LR","L298799","2010-05-27","09:45","2010-05-28","10:34:00","10_97",NA,NA,"M"
"L298795",NA,"LB","L298795","2010-05-27","09:45","2010-05-28","10:34:00","10_97","2010-06-09",NA,"M"
"L298794",NA,"RB","L298794","2010-05-27","09:45","2010-05-28","10:34:00","10_97",NA,NA,"M"
"10_97A","10_97E07","A",NA,"2010-05-28","10:34:00.00","2010-05-29","10:14:00","10_97","2010-06-03",NA,"M"
"L298804",NA,"L","L298804","2010-05-27","11:48","2010-05-28","13:10:00","10_21",NA,NA,"F"
"L298807",NA,"R","L298807","2010-05-27","11:48","2010-05-28","13:10:00","10_21",NA,NA,"F"
"L298805",NA,"B","L298805","2010-05-27","11:48","2010-05-28","13:10:00","10_21",NA,NA,"F"
"L298802",NA,"LR","L298802","2010-05-27","11:48","2010-05-28","13:10:00","10_21",NA,NA,"F"
"L298803",NA,"LB","L298803","2010-05-27","11:48","2010-05-28","13:10:00","10_21",NA,NA,"M"
"L298806","10_21E06","N","L298806","2010-05-28","13:10:00.00","2010-05-29","12:45:00","10_21",NA,NA,"F"
"L298823",NA,"L","L298823","2010-05-28","07:58","2010-05-29","09:20:00","10_119",NA,NA,NA
"L298820",NA,"R","L298820","2010-05-28","07:58","2010-05-29","09:20:00","10_119",NA,NA,"M"
"L298819",NA,"B","L298819","2010-05-28","07:58","2010-05-29","09:20:00","10_119",NA,NA,"M"
"L298818",NA,"LR","L298818","2010-05-28","07:58","2010-05-29","09:20:00","10_119",NA,NA,"M"
"L298822",NA,"LB","L298822","2010-05-28","07:58","2010-05-29","09:20:00","10_119",NA,NA,"M"
"L298821","10_119E05","N","L298821","2010-05-29","09:20:00.00","2010-05-30","09:55:00","10_119",NA,NA,NA
"L298830",NA,"L","L298830","2010-05-29","13:40","2010-05-30","12:30:00","10_A2","2010-06-11",NA,"M"
"L298825",NA,"R","L298825","2010-05-29","13:40","2010-05-30","12:30:00","10_A2","2010-06-11",NA,"M"
"L298829",NA,"B","L298829","2010-05-29","13:40","2010-05-30","12:30:00","10_A2","2010-06-11",NA,"F"
"L298833",NA,"LR","L298833","2010-05-29","13:40","2010-05-30","12:30:00","10_A2","2010-06-11",NA,"M"
"L298832",NA,"LB","L298832","2010-05-29","13:40","2010-05-30","12:30:00","10_A2","2010-06-11",NA,"F"
"L298828",NA,"RB","L298828","2010-05-29","13:40","2010-05-30","12:30:00","10_A2","2010-06-11",NA,"F"
"L298824",NA,"A","L298824","2010-05-29","13:40","2010-05-30","12:30:00","10_A2","2010-06-11",NA,"F"
"L298826",NA,"LT","L298826","2010-05-29","13:40","2010-05-30","12:30:00","10_A2","2010-06-11",NA,"F"
"L298831",NA,"RT","L298831","2010-05-29","13:40","2010-05-30","12:30:00","10_A2","2010-06-11",NA,"F"
"L298827",NA,"BT","L298827","2010-05-29","13:40","2010-05-30","12:30:00","10_A2","2010-06-11",NA,"M"
"10_A2N","10_A2E02","N",NA,"2010-05-30","12:30:00.00","2010-05-31","13:47:00","10_A2","2010-06-05",NA,"M"
"L298839",NA,"L","L298839","2010-06-02","05:00","2010-06-03","13:32:00","10_A9",NA,NA,"F"
"L298837",NA,"R","L298837","2010-06-02","05:00","2010-06-03","13:32:00","10_A9",NA,NA,"M"
"L298840",NA,"B","L298840","2010-06-02","05:00","2010-06-03","13:32:00","10_A9",NA,NA,"M"
"L298836",NA,"LR","L298836","2010-06-02","05:00","2010-06-03","13:32:00","10_A9",NA,NA,"M"
"L298835",NA,"LB","L298835","2010-06-02","05:00","2010-06-03","13:32:00","10_A9",NA,NA,"F"
"L298838",NA,"RB","L298838","2010-06-02","05:00","2010-06-03","13:32:00","10_A9",NA,NA,"M"
"L298834","10_A9E07","N","L298834","2010-06-04","13:38:00.00","2010-06-06","15:07:00","10_A9","2010-06-15",NA,"M"
"L298842",NA,"L","L298842","2010-06-03","05:00","2010-06-04","11:10:00","10_60",NA,NA,"F"
"L298846",NA,"R","L298846","2010-06-03","05:00","2010-06-04","11:10:00","10_60","2010-06-29",NA,"M"
"L298844",NA,"B","L298844","2010-06-03","05:00","2010-06-04","11:10:00","10_60",NA,NA,"F"
"L298843",NA,"LR","L298843","2010-06-03","05:00","2010-06-04","11:10:00","10_60","2010-06-29",NA,"M"
"L298841",NA,"LB","L298841","2010-06-03","05:00","2010-06-04","11:10:00","10_60","2010-06-16",NA,"M"
"L298845",NA,"RB","L298845","2010-06-03","05:00","2010-06-04","11:10:00","10_60","2010-06-29",NA,NA
"10_60A",NA,"A",NA,"2010-06-04","11:10:00.00","2010-06-05","09:32:00","10_60","2010-06-10",NA,"F"
"10_60N",NA,"N",NA,"2010-06-04","11:10:00.00","2010-06-05","09:32:00","10_60","2010-06-07",NA,NA
"L298854",NA,"L","L298854","2010-06-06","05:00","2010-06-07","12:32:00","10_92","2010-07-02",NA,"M"
"L298856",NA,"R","L298856","2010-06-06","05:00","2010-06-07","12:32:00","10_92",NA,NA,"F"
"L298852",NA,"B","L298852","2010-06-06","05:00","2010-06-07","12:32:00","10_92",NA,NA,"M"
"L298855",NA,"LR","L298855","2010-06-06","05:00","2010-06-07","12:32:00","10_92","2010-07-02",NA,"M"
"10_92LB",NA,"LB",NA,"2010-06-07","12:32:00.00","2010-06-08","09:53:00","10_92","2010-06-19",NA,"F"
"L298853",NA,"RB","L298853","2010-06-07","12:32:00.00","2010-06-08","09:53:00","10_92",NA,NA,"M"
"10_92N","10_92E07","N",NA,"2010-06-08","09:53:00.00","2010-06-10","13:17:00","10_92","2010-06-13",NA,NA
"L298862",NA,"L","L298862","2010-06-07","05:00","2010-06-08","08:08:00","10_154",NA,NA,"F"
"L298858",NA,"R","L298858","2010-06-07","05:00","2010-06-08","08:08:00","10_154",NA,NA,"F"
"L298857",NA,"B","L298857","2010-06-07","05:00","2010-06-08","08:08:00","10_154",NA,NA,"F"
"L298863",NA,"LR","L298863","2010-06-07","05:00","2010-06-08","08:08:00","10_154",NA,NA,"M"
"L298860",NA,"LB","L298860","2010-06-07","05:00","2010-06-08","08:08:00","10_154",NA,NA,"F"
"L298864",NA,"RB","L298864","2010-06-08","08:08:00.00","2010-06-09","12:12:00","10_154",NA,NA,"F"
"L298861",NA,"A","L298861","2010-06-08","08:08:00.00","2010-06-09","12:12:00","10_154",NA,NA,"F"
"L298859","10_154E08","N","L298859","2010-06-09","12:12:00.00","2010-06-11","12:09:00","10_154",NA,NA,"F"
"L298849",NA,"L","L298849","2010-06-05","05:00","2010-06-09","14:47:00","10_20","2010-07-04",NA,"F"
"L298851",NA,"R","L298851","2010-06-05","05:00","2010-06-09","14:47:00","10_20",NA,NA,"M"
"L298850",NA,"B","L298850","2010-06-05","05:00","2010-06-09","14:47:00","10_20",NA,NA,"M"
"L298848",NA,"LR","L298848","2010-06-05","05:00","2010-06-09","14:47:00","10_20","2010-07-04",NA,NA
"10_20LB",NA,"LB",NA,"2010-06-05","05:00","2010-06-09","14:47:00","10_20","2010-06-18",NA,"M"
"10_20RB",NA,"RB",NA,"2010-06-05","05:00","2010-06-09","14:47:00","10_20","2010-06-12",NA,"F"
"L298847",NA,"A","L298847","2010-06-05","05:00","2010-06-09","14:47:00","10_20",NA,NA,"M"
"10_20N",NA,"N",NA,"2010-06-05","05:00","2010-06-09","14:47:00","10_20","2010-06-12",NA,NA
"10_41A",NA,"A",NA,"2010-05-17","11:56:00.00","2010-05-19","12:39","10_41","2010-05-19",NA,"F"
"10_41N",NA,"N",NA,"2010-05-17","11:56:00.00","2010-05-19","12:39","10_41","2010-05-19",NA,"F"
"10_167N",NA,"N",NA,"2010-05-22","06:58","2010-05-23","06:28","10_167","2010-05-23",NA,"M"
"10_113N",NA,"N",NA,"2010-05-25","08:19:00.00","2010-05-27","08:29","10_113","2010-05-27",NA,"F"
"10_113H1",NA,NA,NA,"2010-05-25","08:19","2010-05-27","08:29","10_113","2010-05-27",NA,NA
"10_117H1",NA,NA,NA,"2010-05-20","08:43","2010-05-22","08:03","10_117","2010-05-22",NA,NA
"10_123E01","10_123E01",NA,NA,"2010-05-14","11:00","2010-05-14","11:00","10_123","2010-05-14",NA,NA
"10_148H1",NA,NA,NA,"2010-05-20","08:10","2010-05-22","07:00","10_148","2010-05-22",NA,NA
"10_168H1",NA,NA,NA,"2010-05-21","07:58","2010-05-22","06:46","10_168","2010-05-22",NA,NA
"10_171E08",NA,NA,NA,"2010-05-25","06:41","2010-05-27","06:49","10_171","2010-05-27",NA,NA
"10_33EH1",NA,NA,NA,"2010-05-26","11:15","2010-05-27","11:30","10_33","2010-05-27",NA,NA
"10_41E09","10_41E09",NA,NA,"2010-05-17","11:56","2010-05-19","12:39","10_41","2010-05-19",NA,NA
"10_45H1",NA,NA,NA,"2010-05-23","10:41","2010-05-24","11:01","10_45","2010-05-24","11:01",NA
"10_81H1",NA,NA,NA,"2010-05-14","10:42","2010-05-15","12:10","10_81","2010-05-15","12:10",NA
"10_A10E11","10_A10E11",NA,NA,"2010-05-20","14:29","2010-05-22","13:34","10_A10","2010-05-22","13:34",NA
"10_A19H1",NA,NA,NA,"2010-05-22","15:40","2010-05-23","14:30","10_A19","2010-05-23","14:30",NA
"10_A22E11","10_A22E11",NA,NA,"2010-05-16","14:24","2010-05-18","13:19","10_A22","2010-05-18","13:19",NA
"10_A25E13","10_A25E13",NA,NA,"2010-05-18","13:45","2010-05-20","13:00","10_A25","2010-05-20","13:00",NA
"10_180E12","10_180E12",NA,NA,"2010-05-26","09:32","2010-05-26","09:32","10_180","2010-05-26","09:32",NA
"10_A40E01D","10_A40E01D",NA,NA,"2010-05-20","13:50","2010-05-20","13:50","10_A40","2010-05-20","13:50",NA
"10_80E08","10_80E08",NA,NA,"2010-05-27","10:15","2010-05-29","12:29","10_80","2010-05-29","12:29",NA
"10_97N","10_97E08",NA,NA,"2010-05-29","10:14","2010-05-31","08:46","10_97","2010-05-29","10:14","M"
"L002006",NA,NA,"L002006",NA,NA,NA,NA,NA,NA,NA,NA
"L002023",NA,NA,"L002023",NA,NA,NA,NA,NA,NA,NA,"F"
"L002073",NA,NA,"L002073",NA,NA,NA,NA,NA,NA,NA,"F"
"L002074",NA,NA,"L002074",NA,NA,NA,NA,NA,NA,NA,"F"
"L002080",NA,NA,"L002080",NA,NA,NA,NA,NA,NA,NA,NA
"L002089",NA,NA,"L002089",NA,NA,NA,NA,NA,NA,NA,"M"
"L002112",NA,NA,"L002112",NA,NA,NA,NA,NA,NA,NA,NA
"L002130",NA,NA,"L002130",NA,NA,NA,NA,NA,NA,NA,NA
"L002131",NA,NA,"L002131",NA,NA,NA,NA,NA,NA,NA,"F"
"L002140",NA,NA,"L002140",NA,NA,NA,NA,NA,NA,NA,NA
"L002146",NA,NA,"L002146",NA,NA,NA,NA,NA,NA,NA,"F"
"L002156",NA,NA,"L002156",NA,NA,NA,NA,NA,NA,NA,NA
"L002161",NA,NA,"L002161",NA,NA,NA,NA,NA,NA,NA,NA
"L002162",NA,NA,"L002162",NA,NA,NA,NA,NA,NA,NA,NA
"L002165",NA,NA,"L002165",NA,NA,NA,NA,NA,NA,NA,NA
"L002185",NA,NA,"L002185",NA,NA,NA,NA,NA,NA,NA,NA
"L002199",NA,NA,"L002199",NA,NA,NA,NA,NA,NA,NA,NA
"L002203",NA,NA,"L002203",NA,NA,NA,NA,NA,NA,NA,NA
"L002208",NA,NA,"L002208",NA,NA,NA,NA,NA,NA,NA,NA
"L002210",NA,NA,"L002210",NA,NA,NA,NA,NA,NA,NA,NA
"L002218",NA,NA,"L002218",NA,NA,NA,NA,NA,NA,NA,NA
"L002265",NA,NA,"L002265",NA,NA,NA,NA,NA,NA,NA,"F"
"L002268",NA,NA,"L002268",NA,NA,NA,NA,NA,NA,NA,NA
"L002271",NA,NA,"L002271",NA,NA,NA,NA,NA,NA,NA,NA
"L002292",NA,NA,"L002292",NA,NA,NA,NA,NA,NA,NA,NA
"L002297",NA,NA,"L002297",NA,NA,NA,NA,NA,NA,NA,NA
"L002302",NA,NA,"L002302",NA,NA,NA,NA,NA,NA,NA,NA
"L852013",NA,NA,"L852013",NA,NA,NA,NA,NA,NA,NA,NA
"L852019",NA,NA,"L852019",NA,NA,NA,NA,NA,NA,NA,"F"
"L852033",NA,NA,"L852033",NA,NA,NA,NA,NA,NA,NA,"M"
"L852044",NA,NA,"L852044",NA,NA,NA,NA,NA,NA,NA,NA
"L852046",NA,NA,"L852046",NA,NA,NA,NA,NA,NA,NA,"M"
"P865296",NA,NA,"P865296",NA,NA,NA,NA,NA,NA,NA,"F"
"P865300",NA,NA,"P865300",NA,NA,NA,NA,NA,NA,NA,"M"
"P865340",NA,NA,"P865340",NA,NA,NA,NA,NA,NA,NA,NA
"P865387",NA,NA,"P865387",NA,NA,NA,NA,NA,NA,NA,NA
"P865402",NA,NA,"P865402",NA,NA,NA,NA,NA,NA,NA,NA
"P865417",NA,NA,"P865417",NA,NA,NA,NA,NA,NA,NA,NA
"P865430",NA,NA,"P865430",NA,NA,NA,NA,NA,NA,NA,NA
"P865480",NA,NA,"P865480",NA,NA,NA,NA,NA,NA,NA,NA
"P865486",NA,NA,"P865486",NA,NA,NA,NA,NA,NA,NA,"M"
"X275517",NA,NA,"X275517",NA,NA,NA,NA,NA,NA,NA,NA
"L852122",NA,NA,"L852122",NA,NA,NA,NA,NA,NA,NA,"F"
"L852123",NA,NA,"L852123",NA,NA,NA,NA,NA,NA,NA,NA
"L852124",NA,NA,"L852124",NA,NA,NA,NA,NA,NA,NA,NA
"L852125",NA,NA,"L852125",NA,NA,NA,NA,NA,NA,NA,NA
"L852126",NA,NA,"L852126",NA,NA,NA,NA,NA,NA,NA,"M"
"L852137",NA,NA,"L852137",NA,NA,NA,NA,NA,NA,NA,"M"
"L852140",NA,NA,"L852140",NA,NA,NA,NA,NA,NA,NA,"F"
"L852142",NA,NA,"L852142",NA,NA,NA,NA,NA,NA,NA,NA
"L852146",NA,NA,"L852146",NA,NA,NA,NA,NA,NA,NA,"F"
"L852147",NA,NA,"L852147",NA,NA,NA,NA,NA,NA,NA,NA
"L852148",NA,NA,"L852148",NA,NA,NA,NA,NA,NA,NA,"M"
"L852149",NA,NA,"L852149",NA,NA,NA,NA,NA,NA,NA,"F"
"L852151",NA,NA,"L852151",NA,NA,NA,NA,NA,NA,NA,NA
"L852152",NA,NA,"L852152",NA,NA,NA,NA,NA,NA,NA,NA
"L852153",NA,NA,"L852153",NA,NA,NA,NA,NA,NA,NA,NA
"L852157",NA,NA,"L852157",NA,NA,NA,NA,NA,NA,NA,"F"
"L852158",NA,NA,"L852158",NA,NA,NA,NA,NA,NA,NA,NA
"L852160",NA,NA,"L852160",NA,NA,NA,NA,NA,NA,NA,NA
"L852163",NA,NA,"L852163",NA,NA,NA,NA,NA,NA,NA,"M"
"L852164",NA,NA,"L852164",NA,NA,NA,NA,NA,NA,NA,"F"
"L852166",NA,NA,"L852166",NA,NA,NA,NA,NA,NA,NA,NA
"L852168",NA,NA,"L852168",NA,NA,NA,NA,NA,NA,NA,NA
"L852170",NA,NA,"L852170",NA,NA,NA,NA,NA,NA,NA,"M"
"L852171",NA,NA,"L852171",NA,NA,NA,NA,NA,NA,NA,NA
"L852172",NA,NA,"L852172",NA,NA,NA,NA,NA,NA,NA,NA
"L852173",NA,NA,"L852173",NA,NA,NA,NA,NA,NA,NA,NA
"L852176",NA,NA,"L852176",NA,NA,NA,NA,NA,NA,NA,"F"
"L852177",NA,NA,"L852177",NA,NA,NA,NA,NA,NA,NA,"F"
"L852182",NA,NA,"L852182",NA,NA,NA,NA,NA,NA,NA,NA
"L852185",NA,NA,"L852185",NA,NA,NA,NA,NA,NA,NA,"F"
"L852186",NA,NA,"L852186",NA,NA,NA,NA,NA,NA,NA,"F"
"L852193",NA,NA,"L852193",NA,NA,NA,NA,NA,NA,NA,NA
"L852194",NA,NA,"L852194",NA,NA,NA,NA,NA,NA,NA,"F"
"L852196",NA,NA,"L852196",NA,NA,NA,NA,NA,NA,NA,NA
"L852204",NA,NA,"L852204",NA,NA,NA,NA,NA,NA,NA,"F"
"L852206",NA,NA,"L852206",NA,NA,NA,NA,NA,NA,NA,"M"
"L852207",NA,NA,"L852207",NA,NA,NA,NA,NA,NA,NA,NA
"L852209",NA,NA,"L852209",NA,NA,NA,NA,NA,NA,NA,NA
"L852210",NA,NA,"L852210",NA,NA,NA,NA,NA,NA,NA,"F"
"L852213",NA,NA,"L852213",NA,NA,NA,NA,NA,NA,NA,NA
"L852214",NA,NA,"L852214",NA,NA,NA,NA,NA,NA,NA,"F"
"L852217",NA,NA,"L852217",NA,NA,NA,NA,NA,NA,NA,NA
"L852219",NA,NA,"L852219",NA,NA,NA,NA,NA,NA,NA,"F"
"L852221",NA,NA,"L852221",NA,NA,NA,NA,NA,NA,NA,"F"
"L852225",NA,NA,"L852225",NA,NA,NA,NA,NA,NA,NA,NA
"L298904",NA,"L","L298904","2011-05-07","11:17","2011-05-08","13:08:00.00","11_A9",NA,NA,"F"
"L298903",NA,"R","L298903","2011-05-07","11:17","2011-05-08","13:08:00.00","11_A9",NA,NA,"M"
"L298905",NA,"B","L298905","2011-05-07","11:17","2011-05-08","13:08:00.00","11_A9",NA,NA,"F"
"L298901",NA,"LB","L298901","2011-05-07","11:17","2011-05-08","13:08:00.00","11_A9",NA,NA,"M"
"L298900",NA,"RB","L298900","2011-05-08","13:08:00.00","2011-05-09","15:00:00.00","11_A9",NA,NA,"M"
"L298902",NA,"LR","L298902","2011-05-08","13:08:00.00","2011-05-09","15:00:00.00","11_A9",NA,NA,"M"
"L298906",NA,"N","L298906","2011-05-09","15:00:00.00","2011-05-11","10:29:00.00","11_A9",NA,NA,"F"
"L298947",NA,"L","L298947","2011-05-08","13:00","2011-05-09","15:11:00.00","11_A7",NA,NA,"M"
"L298943",NA,"R","L298943","2011-05-08","13:00","2011-05-09","15:11:00.00","11_A7",NA,NA,"F"
"L298941",NA,"B","L298941","2011-05-08","13:00","2011-05-09","15:11:00.00","11_A7","2011-05-21","15:12:00.00","F"
"L298942",NA,"LB","L298942","2011-05-08","13:00","2011-05-09","15:11:00.00","11_A7",NA,NA,"F"
"L298940",NA,"RB","L298940","2011-05-08","13:00","2011-05-09","15:11:00.00","11_A7",NA,NA,"M"
"L298944",NA,"LR","L298944","2011-05-09","15:11:00.00","2011-05-10","11:12:00.00","11_A7",NA,NA,"M"
"L298946",NA,"A","L298946","2011-05-09","15:11:00.00","2011-05-10","11:12:00.00","11_A7",NA,NA,"F"
"L298945",NA,"LT","L298945","2011-05-10","11:12:00.00","2011-05-12","11:02:00.00","11_A7",NA,NA,"F"
"L298867",NA,"L","L298867","2011-04-27","6:57","2011-05-07","11:07:00.00","11_A6",NA,NA,"M"
"L298872",NA,"R","L298872","2011-04-27","6:57","2011-05-07","11:07:00.00","11_A6",NA,NA,"F"
"L298871",NA,"B","L298871","2011-04-27","6:57","2011-05-07","11:07:00.00","11_A6",NA,NA,"M"
"L298869",NA,"LB","L298869","2011-04-27","6:57","2011-05-07","11:07:00.00","11_A6",NA,NA,"M"
"L298868",NA,"RB","L298868","2011-04-27","6:57","2011-05-07","11:07:00.00","11_A6",NA,NA,"F"
"L298866",NA,"LR","L298866","2011-04-27","6:57","2011-05-07","11:07:00.00","11_A6",NA,NA,"F"
"L298865",NA,"A","L298865","2011-05-07","11:07:00.00","2011-05-08","12:49:00.00","11_A6",NA,NA,"M"
"L298870",NA,"LT","L298870","2011-05-07","11:07:00.00","2011-05-08","12:49:00.00","11_A6",NA,NA,"M"
"11_A5L",NA,"L",NA,"2011-05-13","13:05","2011-05-14","11:33:00.00","11_A5","2011-05-17","13:36:00.00","F"
"11_A5R",NA,"R",NA,"2011-05-13","13:05","2011-05-14","11:33:00.00","11_A5","2011-05-17","13:36:00.00","F"
"11_A5B",NA,"B",NA,"2011-05-13","13:05","2011-05-14","11:33:00.00","11_A5","2011-05-17","13:36:00.00","M"
"11_A5LB",NA,"LB",NA,"2011-05-14","11:33:00.00","2011-05-15","12:30:00.00","11_A5","2011-05-17","13:36:00.00","F"
"11_A5RB",NA,"RB",NA,"2011-05-14","11:33:00.00","2011-05-15","12:30:00.00","11_A5","2011-05-17","13:36:00.00","F"
"11_A5LR",NA,"LR",NA,"2011-05-14","11:33:00.00","2011-05-15","12:30:00.00","11_A5","2011-05-17","13:36:00.00","M"
"L969248",NA,"L","L969248","2011-05-11","09:52","2011-05-12","14:34:00.00","11_A46",NA,NA,"F"
"L969240",NA,"R","L969240","2011-05-11","09:52","2011-05-12","14:34:00.00","11_A46",NA,NA,"F"
"L969243",NA,"B","L969243","2011-05-11","09:52","2011-05-12","14:34:00.00","11_A46",NA,NA,"M"
"L969246",NA,"LB","L969246","2011-05-11","09:52","2011-05-12","14:34:00.00","11_A46",NA,NA,"M"
"L969242",NA,"RB","L969242","2011-05-11","09:52","2011-05-12","14:34:00.00","11_A46",NA,NA,"M"
"L969247",NA,"LR","L969247","2011-05-11","09:52","2011-05-12","14:34:00.00","11_A46",NA,NA,"M"
"L969245",NA,"A","L969245","2011-05-11","09:52","2011-05-12","14:34:00.00","11_A46",NA,NA,"F"
"L969241",NA,"LT","L969241","2011-05-11","09:52","2011-05-12","14:34:00.00","11_A46",NA,NA,"M"
"L969244",NA,"RT","L969244","2011-05-12","14:34:00.00","2011-05-13","14:43:00.00","11_A46",NA,NA,"F"
"L969007",NA,"L","L969007","2011-05-08","12:12","2011-05-09","11:57:00.00","11_A44",NA,NA,"F"
"L969015",NA,"R","L969015","2011-05-08","12:12","2011-05-09","11:57:00.00","11_A44","2011-06-03",NA,"M"
"L969009",NA,"B","L969009","2011-05-08","12:12","2011-05-09","11:57:00.00","11_A44","2011-06-03",NA,"M"
"L969018",NA,"LB","L969018","2011-05-08","12:12","2011-05-09","11:57:00.00","11_A44","2011-06-03",NA,"M"
"L969011",NA,"RB","L969011","2011-05-08","12:12","2011-05-09","11:57:00.00","11_A44","2011-06-03",NA,"M"
"L969008",NA,"LR","L969008","2011-05-08","12:12","2011-05-09","11:57:00.00","11_A44","2011-06-03",NA,"M"
"L969017",NA,"A","L969017","2011-05-08","12:12","2011-05-09","11:57:00.00","11_A44","2011-06-03",NA,"F"
"L969012",NA,"LT","L969012","2011-05-08","12:12","2011-05-09","11:57:00.00","11_A44","2011-06-03",NA,"M"
"L969014",NA,"RT","L969014","2011-05-08","12:12","2011-05-09","11:57:00.00","11_A44","2011-06-03",NA,"M"
"L969010",NA,"BT","L969010","2011-05-08","12:12","2011-05-09","11:57:00.00","11_A44","2011-06-03",NA,"F"
"L969016",NA,"LBT","L969016","2011-05-09","11:57:00.00","2011-05-10","13:48:00.00","11_A44","2011-05-24","18:05:00.00","M"
"L969013",NA,"N","L969013","2011-05-09","11:57:00.00","2011-05-10","13:48:00.00","11_A44","2011-06-03",NA,"M"
"L969231",NA,"L","L969231","2011-05-11","09:42","2011-05-12","14:18:00.00","11_A43","2011-06-06",NA,"F"
"L969234",NA,"R","L969234","2011-05-11","09:42","2011-05-12","14:18:00.00","11_A43",NA,NA,"M"
"L969232",NA,"B","L969232","2011-05-11","09:42","2011-05-12","14:18:00.00","11_A43",NA,NA,"F"
"L969235",NA,"LB","L969235","2011-05-11","09:42","2011-05-12","14:18:00.00","11_A43",NA,NA,"F"
"L969238",NA,"RB","L969238","2011-05-11","09:42","2011-05-12","14:18:00.00","11_A43",NA,NA,"M"
"L969239",NA,"LR","L969239","2011-05-11","09:42","2011-05-12","14:18:00.00","11_A43",NA,NA,"F"
"L969237",NA,"A","L969237","2011-05-11","09:42","2011-05-12","14:18:00.00","11_A43",NA,NA,"M"
"L969233",NA,"LT","L969233","2011-05-12","14:18:00.00","2011-05-13","14:35:00.00","11_A43",NA,NA,"M"
"L969236",NA,"N","L969236","2011-05-12","14:18:00.00","2011-05-13","14:35:00.00","11_A43",NA,NA,"F"
"L969760",NA,"L","L969760","2011-05-21","15:52","2011-05-22","15:59:00.00","11_A42b","2011-06-03",NA,"F"
"L969758",NA,"R","L969758","2011-05-21","15:52","2011-05-22","15:59:00.00","11_A42b","2011-06-03",NA,"M"
"L969757",NA,"B","L969757","2011-05-22","15:59:00.00","2011-05-23","14:56:00.00","11_A42b","2011-06-03",NA,"M"
"L969759",NA,"LB","L969759","2011-05-22","15:59:00.00","2011-05-23","14:56:00.00","11_A42b","2011-06-03",NA,"M"
"11_A42bRB",NA,"RB",NA,"2011-05-23","14:56:00.00","2011-05-25","15:39:00.00","11_A42b","2011-05-31","11:40:00.00","F"
"11_A42bN",NA,"N",NA,"2011-05-23","14:56:00.00","2011-05-25","15:39:00.00","11_A42b","2011-05-28","10:17:00.00","F"
"L969006",NA,"L","L969006","2011-05-08","12:07","2011-05-09","11:42:00.00","11_A41",NA,NA,"F"
"L299000",NA,"R","L299000","2011-05-08","12:07","2011-05-09","11:42:00.00","11_A41",NA,NA,"M"
"L298997",NA,"B","L298997","2011-05-08","12:07","2011-05-09","11:42:00.00","11_A41",NA,NA,"F"
"L969002",NA,"LB","L969002","2011-05-08","12:07","2011-05-09","11:42:00.00","11_A41",NA,NA,"M"
"L298998",NA,"RB","L298998","2011-05-08","12:07","2011-05-09","11:42:00.00","11_A41",NA,NA,"F"
"L969005",NA,"LR","L969005","2011-05-09","11:42:00.00","2011-05-10","13:34:00.00","11_A41",NA,NA,"F"
"L298999",NA,"A","L298999","2011-05-09","11:42:00.00","2011-05-10","13:34:00.00","11_A41",NA,NA,"M"
"L969003",NA,"LT","L969003","2011-05-09","11:42:00.00","2011-05-10","13:34:00.00","11_A41",NA,NA,"F"
"L969004",NA,"RT","L969004","2011-05-09","11:42:00.00","2011-05-10","13:34:00.00","11_A41",NA,NA,"M"
"L969001",NA,"N","L969001","2011-05-10","13:34:00.00","2011-05-12","14:02:00.00","11_A41",NA,NA,"F"
"L298996",NA,"L","L298996","2011-05-08","12:06","2011-05-09","11:34:00.00","11_A40",NA,NA,"F"
"L298992",NA,"R","L298992","2011-05-08","12:06","2011-05-09","11:34:00.00","11_A40",NA,NA,"M"
"L298993",NA,"B","L298993","2011-05-08","12:06","2011-05-09","11:34:00.00","11_A40",NA,NA,"F"
"L298990",NA,"LB","L298990","2011-05-08","12:06","2011-05-09","11:34:00.00","11_A40",NA,NA,"F"
"L298991",NA,"RB","L298991","2011-05-09","11:34:00.00","2011-05-10","13:31:00.00","11_A40",NA,NA,"M"
"L298995",NA,"LR","L298995","2011-05-09","11:34:00.00","2011-05-10","13:31:00.00","11_A40",NA,NA,"M"
"L298994",NA,"A","L298994","2011-05-09","11:34:00.00","2011-05-10","13:31:00.00","11_A40",NA,NA,"F"
"11_A40LT",NA,"LT",NA,"2011-05-10","13:31:00.00","2011-05-12","13:54:00.00","11_A40","2011-05-15","14:42:00.00","F"
